id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
4288_258,"Giường YOKOHAMA","Được làm từ chất liệu Polyester mềm mịn, an toàn cho sức khỏe, giường YOKOHAMA đem đến cho bạn cảm giác êm ái, tựa lưng thư giãn sau những giờ mệt mỏi. Sản phẩm có thiết kế đơn giản nhưng toát lên vẻ hiện đại, sang trọng, nhiều kích cỡ, phù hợp với mọi không gian phòng ngủ của gia đình bạn. Với 6 chân gỗ đóng chuẩn vào khung cùng với màu sắc tươi sáng, bắt mắt, sản phẩm tạo sự vững chắc và bền đẹp theo thời gian.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-yokohama-4288-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-yokohama/,"Giường","Chí Trung",3990000VND,in stock,4288_258,https://chitrung.bmic.edu.vn/cart/?add-to-cart=258,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3990000VND,new,published,,
1462_259,"Giường tầng GRAFFITI","Giường tầng GRAFFITI là một trong những giải pháp tốt nhất cho không gian phòng ngủ nhỏ. Sản phẩm được làm từ chất liệu kim loại phủ sơn tĩnh điện đen sang trọng có thiết kế vững chãi, giúp tiết kiệm diện tích hiệu quả. Thiết kế thông minh giường đi kèm cầu thang tiện dụng để dễ di chuyển.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-tang-graffiti-1462-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-tang-graffiti/,"Giường","Chí Trung",4490000VND,in stock,1462_259,https://chitrung.bmic.edu.vn/cart/?add-to-cart=259,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4490000VND,new,published,,
1099072Sản phẩm gồm:• 01 x Bàn ăn PRINCETON.• 06 x Ghế ăn PRINCETON.GIÁ: 18,930,00016,400,000._251,"Bộ bàn ăn 6 ghế PRINCETON","Đơn giản và hiện đại, bộ bàn & 6 ghế ăn PRINCETON là lựa chọn lý tưởng cho phòng ăn gia đình bạn. Chất liệu khung làm từ veneer gỗ óc chó, gỗ cao su và MDF bền chắc với gam màu nâu thẫm và vân gỗ bắt mắt. Chân bàn được thiết kế ấn tượng, là điểm nhấn cho không gian dùng bữa thêm thu hút. Ghế có đệm ngồi và lưng tựa êm ái mang lại nét sang trọng, tinh tế.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/PRINCETON_Dining_set_UMA_1099072.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-princeton/,"Bộ bàn ăn","Chí Trung",16400000VND,in stock,1099072Sản phẩm gồm:• 01 x Bàn ăn PRINCETON.• 06 x Ghế ăn PRINCETON.GIÁ: 18,930,00016,400,000._251,https://chitrung.bmic.edu.vn/cart/?add-to-cart=251,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16400000VND,new,published,,
1099065Sản phẩm gồm:• 01 x Bàn ăn QATAR.• 06 x Ghế ăn QATAR.GIÁ: 7,184,0006,490,000._250,"Bộ bàn ăn 6 ghế QATAR","Với thiết kế đơn giản và chân phương, bộ bàn & 6 ghế ăn QATAR thích hợp với nhiều phong cách phòng ăn. Sản phẩm làm từ chất liệu gỗ cao su bền chắc, với màu sắc tự nhiên tươi sáng mang lại vẻ đẹp mộc mạc nhưng không kém phần sang trọng cho không gian dùng bữa. Trọn bộ với giá tốt là lựa chọn hoàn hảo cho phòng ăn gia đình bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/QATAR_Dining_Set_UMA_1099065.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-qatar/,"Bộ bàn ăn","Chí Trung",6490000VND,in stock,1099065Sản phẩm gồm:• 01 x Bàn ăn QATAR.• 06 x Ghế ăn QATAR.GIÁ: 7,184,0006,490,000._250,https://chitrung.bmic.edu.vn/cart/?add-to-cart=250,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6490000VND,new,published,,
1098075_249,"Bộ bàn ăn 6 ghế HUNG-VUONG","Nằm trong bộ sưu tập đậm chất truyền thống của nội thất BAYA, bộ bàn & 6 ghế ăn Hùng Vương gây ấn tượng bởi thiết kế đơn giản nhưng đầy tinh tế, sang trọng. Sản phẩm được làm từ gỗ keo chắc chắn với màu nâu sậm quý phái, mang đến độ bền lâu dài khi sử dụng. Kết hợp với các sản phẩm khác trong cùng bộ sưu tập Hùng Vương để hoàn thiện việc bày trí.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/hung_vuong_dining_table_set_uma_1098075.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-hung-vuong/,"Bộ bàn ăn","Chí Trung",12900000VND,in stock,1098075_249,https://chitrung.bmic.edu.vn/cart/?add-to-cart=249,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,12900000VND,new,published,,
1099232_248,"Bộ bàn ăn 6 ghế ATTILA","Bộ bàn & 6 ghế ăn ATTILA do BAYA thiết kế thuận theo tư thế ngồi tự nhiên, với vẻ đẹp từ những vân gỗ sồi và cấu trúc vững chãi góp phần làm cho bữa ăn gia đình thêm ấm cúng. Khung gỗ sồi đặc và mặt bàn phủ veneer gỗ sồi chất lượng cao, cùng đệm ngồi từ mút bọc da tổng hợp êm ái cho không gian dùng bữa của bạn thoải mái hơn bao giờ hết.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ATTILA_Dining_set_UMA_1099232.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-attila/,"Bộ bàn ăn","Chí Trung",18400000VND,in stock,1099232_248,https://chitrung.bmic.edu.vn/cart/?add-to-cart=248,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,18400000VND,new,published,,
1099133Sản phẩm gồm:• 01 x Bàn ăn KITKA.• 06 x Ghế ăn KITKA.GIÁ: 8,584,0007,690,000._247,"Bộ bàn ăn 6 ghế KITKA","Bộ bàn & 6 ghế ăn KITKA với thiết kế đơn giản theo phong cách châu Á cổ điển, chất liệu gỗ cao su bền chắc và gam màu nâu thẫm mang vẻ đẹp ấm cúng vào phòng ăn gia đình bạn. Đệm ngồi làm từ mút bọc da tổng hợp êm ái, góp phần tô điểm cho không gian sang trọng. Trọn bộ với giá tốt là lựa chọn hoàn hảo mà BAYA dành tặng tổ ấm bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/KITKA_Dining_Set_UMA_1099133.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-kitka/,"Bộ bàn ăn","Chí Trung",7690000VND,in stock,1099133Sản phẩm gồm:• 01 x Bàn ăn KITKA.• 06 x Ghế ăn KITKA.GIÁ: 8,584,0007,690,000._247,https://chitrung.bmic.edu.vn/cart/?add-to-cart=247,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7690000VND,new,published,,
1089202_244,"Bàn cà phê ALBANY","Nằm trong bộ sưu tập ALBANY làm từ chất liệu gỗ sồi tự nhiên bền chắc, bàn cà phê ALBANY có kiểu dáng truyền thống với chân bàn thấp làm từ gỗ sồi đặc. Mặt bàn được làm từ gỗ MDF chống ẩm phủ lớp veneer màu gỗ sậm đẹp mắt và sang trọng. Sản phẩm thích hợp với những gia đình có nội thất theo phong cách châu Á hiện đại tối giản đầy tinh tế.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-ca-phe-albany-1089202-1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ca-phe-albany/,"Bàn","Chí Trung",2990000VND,in stock,1089202_244,https://chitrung.bmic.edu.vn/cart/?add-to-cart=244,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2990000VND,new,published,,
1096538_241,"Bàn cà phê CONNEMARA","Bàn café CONNEMARA là một thiết kế đặc biệt của BAYA, lấy cảm hứng từ phong cách Art Deco ấn tượng. Mặt bàn phủ veneer gỗ sồi với vân gỗ đối xứng, cùng những đường bo cạnh và kiểu dáng chân bàn hiện đại mang lại vẻ đẹp cá tính cho không gian thư giãn của bạn. Kết hợp đầy đủ bộ sưu tập CONNEMARA để hoàn thiện việc bày trí ngôi nhà sang trọng và ấm cúng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/CONNEMARA_Coffee_table_UMA_1096538_1_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ca-phe-connemara/,"Bàn","Chí Trung",3290000VND,in stock,1096538_241,https://chitrung.bmic.edu.vn/cart/?add-to-cart=241,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3290000VND,new,published,,
1096521_242,"Bàn góc CONNEMARA","Bàn góc CONNEMARA - một thiết kế đặc biệt của BAYA là nơi bạn có thể đặt những ly cocktail ưa thích. Mặt bàn phủ veneer gỗ sồi với vân gỗ đối xứng, cùng những đường bo cạnh và kiểu dáng chân bàn lạ mắt mang lại vẻ đẹp cá tính cho không gian thư giãn của bạn. Kết hợp đầy đủ bộ sưu tập CONNEMARA để hoàn thiện việc bày trí ngôi nhà sang trọng và ấm cúng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/CONNEMARA_Nesting_tables_UMA_1096521_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-goc-connemara/,"Bàn","Chí Trung",1190000VND,in stock,1096521_242,https://chitrung.bmic.edu.vn/cart/?add-to-cart=242,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1190000VND,new,published,,
1094022_243,"Bàn cà phê AMADEUS","Bàn cafe AMADEUS được BAYA thiết kế với mặt bàn gỗ sồi màu mật ong cùng đường bo cạnh oval cách điệu cho phòng khách của bạn một nét đẹp cổ điển. Mặt bàn làm từ gỗ sồi đặc phủ PU dễ lau chùi, hạn chế các vết xước và bền chắc theo thời gian. Ngăn kéo sử dụng được hai chiều và phần kệ mở phía dưới cho bạn thoải mái cất giữ các vật dụng cần thiết.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/AMADEUS_Coffee_table_UMA_1094022_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ca-phe-amadeus/,"Bàn, Phòng Khách","Chí Trung",2495000VND,in stock,1094022_243,https://chitrung.bmic.edu.vn/cart/?add-to-cart=243,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2495000VND,new,published,,
1098938Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 06 x Ghế ăn VERONA.GIÁ: 9,584,0006,990,000._245,"Bộ bàn ăn 6 ghế VERONA","Bộ bàn & 6 ghế ăn VERONA nổi bật với thiết kế ấn tượng cùng chất liệu gỗ MDF và veneer gỗ sồi bền chắc màu sắc tự nhiên tươi sáng. Bề mặt sản phẩm nhẵn đẹp và khung kim loại vững chãi mang lại vẻ sang trọng thích hợp với nhiều không gian nội thất khác nhau.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/0.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-verona/,"Bộ bàn ăn","Chí Trung",6990000VND,in stock,1098938Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 06 x Ghế ăn VERONA.GIÁ: 9,584,0006,990,000._245,https://chitrung.bmic.edu.vn/cart/?add-to-cart=245,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6990000VND,new,published,,
1098990_246,"Bộ bàn ăn 6 ghế VERONA","Bộ bàn & 6 ghế ăn VERONA nổi bật với thiết kế ấn tượng cùng chất liệu gỗ MDF bền chắc phủ màu sơn trắng tinh khôi, trang nhã. Bề mặt sản phẩm nhẵn đẹp và khung kim loại vững chãi mang lại vẻ sang trọng thích hợp với nhiều không gian nội thất khác nhau.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/0_2.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-verona-2/,"Bộ bàn ăn","Chí Trung",5990000VND,in stock,1098990_246,https://chitrung.bmic.edu.vn/cart/?add-to-cart=246,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5990000VND,new,published,,
1098716_240,"Bàn ngoài trời RIVIERA","Bàn ngoài trời RIVIERA là lựa chọn hoàn hảo cho khu vườn nhà của bạn. Thiết kế đơn giản, ấn tượng với khung kim loại bền bỉ có thể gấp gọn và dễ di chuyển giúp tiết kiệm diện tích. Sản phẩm sở hữu mặt gỗ với màu sắc hiện đại, đẹp mắt và góp phần hoàn thiện không gian sống của gia đình bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/RIVIERA_Outdoor_Table_UMA_1098716_1_2.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ngoai-troi-riviera/,"Bàn","Chí Trung",599000VND,in stock,1098716_240,https://chitrung.bmic.edu.vn/cart/?add-to-cart=240,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,599000VND,new,published,,
211_239,"Bàn cà phê CLARK","Bàn cà phê CLARK với thiết kế nhỏ gọn là điểm nhấn độc đáo tô điểm cho không gian phòng khách của bạn. Sản phẩm làm từ gỗ keo bền chắc cùng màu sơn đen tạo vẻ ngoài tinh tế, phù hợp với những ai yêu thích phong cách đơn giản, tiện nghi và hiện đại.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-ca-phe-clark-211-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ca-phe-clark/,"Bàn, Phòng Khách","Chí Trung",2290000VND,in stock,211_239,https://chitrung.bmic.edu.vn/cart/?add-to-cart=239,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2290000VND,new,published,,
298_238,"Bàn ăn DYNAMO","Với thiết kế đơn giản và thanh lịch, bàn ăn DYNAMO thích hợp với không gian phòng ăn hiện đại. Chân bàn từ gỗ keo đặc và mặt bàn phủ veneer giúp tăng thêm độ bền và vẻ đẹp cho sản phẩm. Kết hợp bàn cùng ghế ăn trong cùng bộ sưu tập DYNAMO để hoàn thiện phòng ăn sang trọng của gia đình bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-dynamo-298-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-an-dynamo/,"Bàn","Chí Trung",2990000VND,in stock,298_238,https://chitrung.bmic.edu.vn/cart/?add-to-cart=238,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2990000VND,new,published,,
307_237,"Bàn ăn KITKA","Bàn ăn phong cách Á Châu cổ điển với khung chắc chắn và màu sắc ấm áp. Xem thêm nhiều sản phẩm hơn trong bộ sưu tập nội thất KITKA từ BAYA.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-kitka-307-1-baya.vn_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-an-kitka/,"Bàn","Chí Trung",3490000VND,in stock,307_237,https://chitrung.bmic.edu.vn/cart/?add-to-cart=237,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3490000VND,new,published,,
313_236,"Bàn ăn MOZART","Bàn ăn MOZART do BAYA thiết kế đem đến vẻ đẹp sang trọng cho không gian dùng bữa. Chân bàn phủ sơn trắng trang nhã kết hợp mặt gỗ màu sắc tự nhiên. Hãy bổ sung thêm các món nội thất khác trong bộ sưu tập MOZART.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-mozart-313-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-an-mozart/,"Bàn","Chí Trung",1990000VND,in stock,313_236,https://chitrung.bmic.edu.vn/cart/?add-to-cart=236,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1990000VND,new,published,,
321_235,"Bàn ăn QATAR","Bàn ăn QATAR vững chắc và đẹp tự nhiên. Hãy kết hợp với ghế ăn QATAR để có bộ sản phẩm hoàn chỉnh.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-qatar-321-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-an-qatar/,"Bàn","Chí Trung",2990000VND,in stock,321_235,https://chitrung.bmic.edu.vn/cart/?add-to-cart=235,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2990000VND,new,published,,
4159_234,"Bàn cà phê TREVOR","Bàn cà phê TREVOR với thiết kế đơn giản, hiện đại với ngăn chứa bên dưới và bao gồm 2 kích cỡ. Hãy kết hợp cùng kệ tivi TREVOR để hoàn thiện góc thư giãn trong phòng khách.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-ca-phe-trevor-4159-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-ca-phe-trevor/,"Bàn","Chí Trung",2990000VND,in stock,4159_234,https://chitrung.bmic.edu.vn/cart/?add-to-cart=234,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2990000VND,new,published,,
4379_233,"Bàn ăn BIANCA","Bàn ăn BIANCA với thiết kế có thể mở rộng thích hợp cho không gian nhỏ hẹp. Sản phẩm còn có 2 hộc kéo dành cho các dụng cụ ăn. Hãy bổ sung ghế xếp trong cùng bộ sưu tập BIANCA để có bộ bàn ăn hoàn chỉnh. Khi không sử dụng, bạn có thể đặt gọn ghế vào gầm bàn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-bianca-4379-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ban-an-bianca/,"Bàn","Chí Trung",2990000VND,in stock,4379_233,https://chitrung.bmic.edu.vn/cart/?add-to-cart=233,"https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-bianca-4379-6-baya.vn_.jpg,https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-bianca-4379-9-baya.vn_.jpg,https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ban-an-bianca-4379-3-baya.vn_.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2990000VND,new,published,,
